Unnamed: 0,F_f,F_u,F_in,rho_u,T_o,tau_imp,h_bm
7093.0,1.5,91.46,132.96,1.1,,9.9,35.0
7094.0,1.4,-9.819999999999993,149.13,1.06,3231.4,10.0,35.3
,1.3,97.82,131.3,1.05,3326.2,9.7,34.7
7096.0,1.0,99.2,136.26,101.11,3275.8,9.6,35.4
7097.0,1.2,91.51,136.64,1.1,3554.9,10.2,34.9
,1.1,95.22,140.53,1.07,3553.0,10.2,35.0
,1.2,96.92,149.85,1.08,3522.9,9.5,34.8
7100.0,1.1,97.5,136.37,,3235.9,10.2,138.9
,1.1,91.92,142.21,1.08,3285.9,9.6,35.1
7102.0,107.5,90.42,141.35,1.1,3307.1,10.2,35.0
7103.0,1.3,93.28,135.12,1.1,3310.4,10.2,
7104.0,1.4,94.11,142.64,1.09,,10.1,35.4
7105.0,1.0,,141.4,101.11,3548.3,9.7,34.6
7106.0,107.5,90.42,150.49,1.1,3528.7,9.5,35.2
7107.0,1.4,92.6,150.93,1.07,3591.6,9.8,35.1
7108.0,1.5,93.44,144.53,1.11,3240.8,,34.5
7109.0,1.3,96.9,146.11,1.05,3392.1,10.1,
7110.0,1.2,96.45,146.74,,3382.2,10.0,35.4
7111.0,107.5,98.98,135.52,1.09,3236.2,9.5,35.3
7112.0,1.1,97.82,134.16,1.09,3525.0,9.7,34.7
7113.0,1.3,99.21,140.17,1.05,3278.7,9.5,35.0
7114.0,1.2,91.6,131.16,1.11,3451.5,9.7,34.9
7115.0,1.2,95.18,147.63,1.1,3490.1,9.7,34.8
-10.329999999999998,1.3,92.43,144.14,-98.95,3226.1,9.6,35.2
7117.0,1.2,92.54,133.34,1.1,3213.2,-90.5,35.3
,1.2,92.52,131.41,1.08,3420.4,10.2,34.5
7119.0,107.5,98.2,138.82,1.08,3404.6,9.9,
7120.0,,95.85,145.32,1.11,3329.0,10.2,-65.5
7121.0,1.1,93.35,148.49,1.09,3249.3,10.2,34.6
,1.2,95.11,30.430000000000007,1.09,3428.2,9.5,34.7
7123.0,1.0,97.51,136.94,1.08,3359.0,9.6,35.0
7124.0,,199.91,145.57,1.08,3542.0,9.9,34.5
7125.0,1.3,90.15,132.5,1.05,3373.1,9.7,34.9
,1.5,99.7,130.93,1.08,3526.7,-90.5,34.8
7127.0,1.2,93.13,133.66,1.08,3559.6,10.1,35.1
7128.0,1.0,96.15,,1.06,3343.1,9.6,35.4
7129.0,1.0,94.91,149.55,101.11,3451.2,9.5,35.2
7130.0,1.4,94.96,140.4,1.11,3252.5,9.6,34.8
7131.0,1.0,92.22,144.87,1.08,3447.6,9.7,35.2
7132.0,1.2,,139.89,1.1,3598.8,9.8,34.9
,1.3,92.9,147.46,1.1,2655.34,10.1,35.0
8609.33,107.5,94.89,147.68,1.05,3514.5,10.0,35.2
,1.0,94.92,141.48,1.06,3256.1,9.8,35.3
7136.0,-99.0,-9.819999999999993,135.66,1.08,3514.8,,35.0
7137.0,1.3,93.83,143.84,1.11,3370.0,9.7,35.2
7138.0,1.4,92.18,139.22,1.11,3541.0,9.9,35.3
7139.0,1.2,97.43,146.4,1.11,3259.5,9.7,35.2
7140.0,1.3,199.91,131.11,1.11,3556.4,9.8,34.8
7141.0,1.1,95.78,150.34,1.05,3230.2,9.7,
,1.0,94.65,144.35,1.09,3462.0,10.1,35.2
7143.0,1.5,96.77,135.72,1.06,,9.9,34.7
7144.0,1.4,91.94,147.2,,3450.0,9.9,34.9
,1.0,96.42,150.53,1.07,3288.9,9.6,35.3
7146.0,1.3,91.88,145.68,1.09,,10.0,35.1
7147.0,1.4,99.84,143.35,1.09,3920.2799999999993,10.2,35.2
,1.4,98.45,136.7,1.07,3354.8,10.0,138.9
7149.0,1.0,99.19,140.23,1.06,3343.9,10.1,34.8
7150.0,1.4,97.4,145.67,1.05,3525.3,10.0,35.4
7151.0,1.0,95.49,145.6,1.05,3595.7,9.9,-65.5
7152.0,1.0,96.56,137.84,1.05,3561.3,9.6,35.2
7153.0,1.3,98.69,139.47,1.1,3236.2,9.7,34.5
7154.0,1.1,91.84,135.13,1.08,3278.7,9.6,34.6
7155.0,1.4,92.46,141.14,1.07,3253.6,9.5,35.2
7156.0,1.5,93.14,134.2,1.08,3218.6,,35.1
7157.0,1.2,98.97,132.99,1.06,3383.0,9.6,34.6
7158.0,1.2,98.33,144.29,1.05,,9.7,34.9
7159.0,107.5,95.87,141.35,1.06,3481.4,9.5,34.8
7160.0,1.3,93.47,149.22,1.05,,10.1,34.7
7161.0,1.2,90.75,146.67,1.1,3443.5,10.2,35.1
7162.0,1.5,,130.32,1.08,3212.8,9.6,35.0
7163.0,1.0,99.98,133.87,1.06,3264.6,9.9,34.9
7164.0,1.1,96.77,141.73,1.08,3518.7,10.1,34.5
7165.0,1.2,90.19,134.8,,3392.8,9.9,35.2
7166.0,1.3,99.91,134.92,1.08,3386.9,10.1,34.9
7167.0,1.4,98.46,135.65,1.07,3568.5,9.6,35.3
7168.0,1.5,,140.94,1.09,3491.0,9.7,35.3
7169.0,1.0,93.32,148.2,1.08,,10.2,35.3
7170.0,1.5,,149.27,1.08,3577.3,9.9,35.0
7171.0,1.1,98.13,135.63,1.11,3432.0,9.5,35.1
7172.0,1.4,91.74,141.29,1.07,3398.7,10.1,34.7
7173.0,1.0,90.78,139.68,1.1,3431.3,9.6,34.6
7174.0,1.4,95.77,148.48,,3511.4,9.7,35.4
7175.0,1.3,94.28,139.98,1.07,3533.7,9.7,35.2
7176.0,1.3,90.49,131.25,1.06,3208.1,9.6,34.7
7177.0,1.4,97.29,146.12,1.05,3498.2,110.2,34.5
7178.0,1.0,96.57,141.11,1.09,3592.4,9.8,34.9
7179.0,1.4,93.3,140.8,1.07,3426.6,9.5,35.1
7180.0,1.1,98.79,138.37,1.07,,9.5,34.7
,1.5,94.81,140.87,1.11,3507.7,9.5,35.2
7182.0,1.2,93.43,144.54,1.09,3350.3,9.7,35.0
7183.0,1.1,93.73,138.48,1.06,3214.4,10.1,35.3
7184.0,,97.67,135.27,1.08,3508.7,9.8,35.2
7185.0,1.1,98.25,131.92,1.05,3353.8,9.9,35.1
7186.0,1.3,91.67,136.21,1.1,3242.4,9.8,35.0
7187.0,1.0,99.41,137.16,1.08,3247.3,10.2,34.7
7188.0,1.3,90.12,138.68,1.05,3206.5,9.9,35.2
7189.0,1.2,94.28,138.12,,3344.2,10.2,-65.5
7190.0,1.2,98.34,131.36,1.06,3920.2799999999993,,34.6
7191.0,1.4,91.85,135.1,1.05,3426.0,10.0,35.3
7192.0,107.5,96.75,147.71,1.08,3257.6,9.9,
7193.0,1.3,99.45,134.2,1.11,3314.7,10.1,34.7
7194.0,-99.0,99.25,139.48,-98.95,3287.0,9.8,
7195.0,1.5,96.32,145.3,1.08,3281.9,9.7,35.3
7196.0,1.2,,255.3056,1.08,3250.0,-90.5,35.4
7197.0,1.5,94.25,148.14,1.05,3228.8,,35.4
7198.0,1.5,91.33,130.62,1.05,3329.2,9.6,35.0
7199.0,1.2,95.25,142.63,1.11,3326.3,9.6,35.4
7200.0,1.5,98.79,137.15,1.05,3237.9,9.5,35.3
7201.0,1.0,-9.819999999999993,144.19,1.09,3219.6,9.9,
7202.0,1.0,98.97,137.21,1.1,3216.2,,34.9
7203.0,1.1,92.47,142.34,1.09,3355.1,10.1,-65.5
7204.0,1.5,94.55,134.36,,3549.3,10.1,34.5
7205.0,1.5,96.52,30.430000000000007,1.1,3570.0,9.9,34.9
7206.0,1.0,93.22,144.26,1.08,3527.8,110.2,35.3
7207.0,107.5,99.53,136.93,1.05,3557.9,9.6,34.9
7208.0,1.5,93.26,,1.1,3556.8,9.7,34.7
7209.0,1.1,92.68,143.88,1.11,3485.7,10.0,35.2
7210.0,1.3,93.84,136.82,1.09,3502.8,9.5,35.2
7211.0,1.4,95.42,143.92,1.07,3548.0,10.2,
7212.0,1.3,99.91,137.79,1.05,3455.8,9.7,35.2
7213.0,1.0,91.74,,1.1,3374.7,10.1,34.9
7214.0,1.1,98.63,140.55,1.08,2655.34,9.5,35.3
7215.0,1.0,92.35,136.67,1.11,3456.3,9.7,35.3
7216.0,,199.91,132.94,1.08,3372.3,-90.5,35.2
8609.33,1.5,94.66,138.12,1.05,3212.8,9.9,34.8
7218.0,1.5,96.32,30.430000000000007,1.08,3488.0,10.1,35.3
7219.0,1.1,98.59,133.71,1.07,,10.1,34.7
-10.329999999999998,1.3,99.12,145.63,1.05,3567.1,10.0,35.1
7221.0,1.5,99.32,142.16,101.11,3450.2,10.0,138.9
7222.0,1.5,93.17,30.430000000000007,1.08,3312.6,9.8,35.0
7223.0,1.0,93.16,,1.07,3225.0,10.0,35.2
7224.0,1.2,95.78,137.59,1.09,3532.6,10.1,138.9
7225.0,1.4,94.43,133.12,,3212.5,9.9,35.3
7226.0,1.0,92.79,138.84,1.11,3200.5,9.9,35.1
7227.0,1.1,98.52,149.49,1.05,3453.6,9.6,35.2
7228.0,1.1,90.18,145.86,1.11,,10.1,-65.5
7229.0,1.0,99.43,137.14,1.05,3579.7,9.9,34.6
7230.0,1.3,98.28,30.430000000000007,1.07,3335.9,9.6,34.8
7231.0,1.0,97.95,135.22,,3491.3,9.8,34.9
7232.0,1.0,98.97,30.430000000000007,1.1,3254.3,9.5,35.3
8609.33,1.5,96.71,141.36,1.08,3580.0,9.7,35.0
7234.0,1.4,99.38,30.430000000000007,1.07,,10.0,34.5
7235.0,,93.65,135.37,1.09,3489.9,10.0,35.4
7236.0,1.0,97.95,136.77,1.11,3351.8,10.0,
7237.0,-99.0,95.34,130.1,1.08,3554.9,9.7,34.8
7238.0,1.0,94.27,137.25,1.06,3568.3,9.7,34.6
7239.0,1.0,94.22,133.17,1.11,3404.6,-90.5,35.4
7240.0,1.1,98.18,30.430000000000007,1.08,3245.1,10.0,34.8
7241.0,1.5,98.78,146.91,1.08,3439.5,9.6,34.9
7242.0,1.1,90.99,134.19,1.07,3596.4,9.9,35.2
7243.0,1.2,95.1,135.15,1.1,3515.0,10.0,34.7
7244.0,1.1,95.67,146.31,1.09,3568.8,9.6,34.9
7245.0,1.4,94.43,145.79,1.07,3462.1,,35.2
7246.0,1.3,91.4,140.86,1.09,3472.3,10.2,34.9
7247.0,107.5,91.13,141.69,1.05,3325.3,10.0,34.9
7248.0,1.3,91.81,138.66,1.06,3278.9,9.6,-65.5
7249.0,107.5,90.65,149.75,1.06,3552.5,9.9,35.3
7250.0,1.0,,139.86,1.1,3236.5,10.0,35.0
7251.0,1.4,93.81,144.48,,3532.3,9.8,35.1
7252.0,1.1,92.6,138.47,1.11,3536.8,10.1,35.0
7253.0,1.4,93.25,145.71,1.09,3514.5,9.9,34.8
7254.0,1.0,97.22,144.74,1.1,3582.7,10.1,35.2
,1.3,92.24,144.72,1.1,3235.9,9.9,34.9
7256.0,1.4,91.63,134.59,1.06,3453.8,9.5,34.6
7257.0,1.0,99.44,144.62,1.07,3379.7,,35.2
7258.0,1.4,97.13,136.27,,3299.6,10.2,34.5
7259.0,1.4,91.25,138.62,1.11,3563.6,9.6,34.7
7260.0,1.3,92.15,140.35,1.11,3297.7,9.8,138.9
7261.0,1.3,93.39,136.75,1.07,3329.5,10.2,35.0
7262.0,1.0,97.13,131.4,1.06,3287.8,10.2,
7263.0,107.5,92.45,140.68,1.06,3236.9,9.8,35.1
7264.0,1.3,97.15,138.9,,3599.1,9.7,34.6
,1.1,99.33,134.2,1.09,3401.4,9.9,35.3
7266.0,1.0,96.47,148.94,1.05,3402.1,,34.7
7267.0,1.5,98.77,255.3056,1.09,3596.5,9.8,34.5
7268.0,,91.37,143.32,1.08,3217.0,9.5,35.0
8609.33,1.2,90.24,143.69,1.09,3246.6,9.6,35.2
7270.0,,99.92,149.27,1.09,3347.2,10.0,35.1
7271.0,1.1,91.42,146.96,1.07,3508.9,9.8,34.5
7272.0,1.4,99.37,148.63,1.09,2655.34,9.9,35.0
7273.0,1.5,98.31,136.75,1.08,3570.7,9.5,34.6
7274.0,1.1,90.73,140.29,1.1,3449.6,9.8,34.8
7275.0,1.4,95.56,145.14,1.07,2655.34,-90.5,35.1
7276.0,1.0,90.61,,1.1,3467.8,-90.5,35.0
8609.33,1.5,98.78,142.3,1.08,3226.8,9.9,34.8
7278.0,1.5,93.94,139.11,1.07,3239.3,10.0,34.7
7279.0,1.3,92.4,146.71,,3452.7,9.9,35.0
8609.33,1.1,97.79,133.42,1.11,3548.2,9.8,34.7
7281.0,1.5,96.8,141.21,1.06,3520.7,10.1,34.7
7282.0,1.5,90.31,142.19,1.08,3462.9,10.0,34.9
7283.0,1.5,97.52,147.48,1.08,3392.7,9.5,35.3
7284.0,1.4,91.1,148.18,-98.95,3337.4,,35.1
7285.0,1.3,91.1,133.71,1.1,3558.7,9.5,35.4
7286.0,,-9.819999999999993,150.2,1.05,3222.7,9.5,35.4
7287.0,1.3,91.38,30.430000000000007,1.07,3407.5,10.1,35.4
7288.0,1.5,97.34,135.73,1.05,3449.4,10.2,34.6
7289.0,1.3,93.31,130.66,1.06,3521.6,10.1,35.1
7290.0,1.3,95.98,149.12,1.1,3500.8,9.8,
7291.0,1.2,95.17,255.3056,,3544.9,9.7,34.8
7292.0,1.3,93.38,149.74,1.08,3417.7,10.0,34.6
7293.0,1.3,92.9,142.85,1.06,,10.2,34.8
7294.0,1.4,90.56,133.69,1.09,3488.5,9.6,35.0
7295.0,1.1,98.27,142.74,1.07,2655.34,9.8,35.0
7296.0,1.4,91.23,,1.05,3920.2799999999993,10.1,34.7
7297.0,1.4,99.34,130.45,1.08,3268.3,9.6,35.1
7298.0,107.5,92.83,255.3056,101.11,3547.0,10.2,34.7
7299.0,1.3,93.83,,1.05,3277.5,110.2,34.7
7300.0,1.3,199.91,149.38,1.1,3302.1,,34.5
7301.0,1.2,93.78,143.58,1.05,3416.4,9.7,34.7
7302.0,1.2,94.68,130.76,,3500.4,10.1,35.2
7303.0,1.2,94.7,146.72,1.11,3389.9,10.0,34.9
7304.0,1.4,93.9,138.76,1.08,3459.8,,35.1
7305.0,1.3,92.8,131.5,1.08,3396.8,-90.5,34.7
7306.0,1.2,98.84,142.45,1.05,3427.2,9.6,35.0
7307.0,1.0,98.65,136.23,1.05,3224.0,9.6,34.7
7308.0,,95.11,133.94,1.11,3386.2,10.2,35.2
7309.0,1.3,90.51,141.61,1.06,3368.3,10.0,35.4
7310.0,1.3,90.28,149.22,1.11,3367.8,9.7,34.7
7311.0,1.2,93.64,,1.11,3219.8,9.7,34.7
7312.0,1.0,90.97,132.36,1.06,3498.3,,35.4
7313.0,1.3,94.68,,1.11,3447.7,10.2,34.5
7314.0,107.5,97.32,135.96,1.1,2655.34,10.1,34.6
7315.0,1.1,99.9,141.73,1.05,3580.4,10.2,138.9
7316.0,1.4,94.13,133.84,1.06,3362.8,9.6,35.2
8609.33,,93.44,148.73,1.07,3211.9,10.1,34.9
7318.0,1.3,95.51,134.28,1.11,3416.2,10.2,34.8
7319.0,107.5,,148.48,1.11,3467.4,9.8,34.9
-10.329999999999998,-99.0,92.42,134.77,1.05,3203.3,10.2,34.5
7321.0,1.4,98.72,147.64,101.11,3328.5,9.6,34.9
,1.4,-9.819999999999993,144.86,1.06,3586.5,9.8,34.5
7323.0,1.5,,135.47,1.05,3253.0,9.9,35.4
7324.0,1.1,95.39,144.41,1.06,3496.1,10.2,34.5
7325.0,1.3,99.33,148.61,1.05,,9.5,34.6
7326.0,1.2,94.41,145.31,1.05,3213.9,10.0,35.4
7327.0,1.5,91.79,30.430000000000007,1.09,3388.9,10.2,34.8
7328.0,1.0,,140.22,1.09,3321.3,9.9,35.0
7329.0,1.3,94.92,137.35,1.11,3545.5,,34.6
7330.0,1.2,93.48,,1.08,3426.3,10.2,35.3
7331.0,1.0,96.26,148.49,1.1,3493.7,110.2,34.7
7332.0,1.0,96.17,145.56,1.05,3354.0,9.8,35.0
7333.0,1.4,94.59,,1.06,3235.9,9.7,35.4
7334.0,1.0,98.81,30.430000000000007,1.11,3334.6,10.2,35.2
7335.0,1.1,95.71,146.83,1.11,3223.8,9.9,35.0
7336.0,1.0,91.86,146.39,1.08,3405.2,10.1,35.2
7337.0,1.5,98.57,30.430000000000007,1.11,3603.2,9.6,35.2
7338.0,1.5,92.68,144.45,1.07,3353.9,9.8,35.1
7339.0,1.4,93.48,135.56,1.09,3581.9,10.1,
-10.329999999999998,1.5,96.14,135.92,101.11,3396.1,,35.0
7341.0,1.4,99.74,143.64,1.09,3455.1,9.8,35.1
7342.0,1.2,96.81,139.38,1.09,3229.6,9.8,34.7
7343.0,1.5,90.98,132.35,1.09,3220.0,10.0,34.6
,1.3,99.77,135.63,1.09,3394.3,10.2,35.1
7345.0,1.2,93.43,149.67,1.1,3427.6,9.8,34.9
7346.0,1.2,90.37,132.51,1.06,3920.2799999999993,9.9,35.0
-10.329999999999998,1.4,93.67,148.33,1.07,3369.1,9.9,34.5
7348.0,1.4,94.53,134.59,1.05,3455.8,9.6,
-10.329999999999998,1.3,99.96,148.96,1.11,3500.8,10.1,35.2
7350.0,1.4,91.5,143.4,1.11,,9.5,34.6
7351.0,1.2,93.29,134.12,1.1,3288.6,10.2,34.9
7352.0,1.3,98.97,150.53,1.1,3592.1,9.5,-65.5
7353.0,107.5,94.72,137.45,1.07,3577.4,10.1,35.0
7354.0,1.2,90.65,130.89,1.11,3230.2,10.0,35.0
7355.0,1.0,95.64,136.76,1.05,3376.7,110.2,35.2
7356.0,,91.23,133.91,1.11,3309.9,10.0,35.0
7357.0,-99.0,91.4,150.74,1.1,3602.6,9.9,35.3
7358.0,1.5,97.99,144.74,1.1,3362.0,9.8,34.5
7359.0,,90.15,143.72,1.08,3261.7,9.6,35.3
7360.0,1.5,91.1,146.9,1.08,3511.1,10.0,34.5
-10.329999999999998,1.3,92.88,255.3056,1.1,3271.4,9.9,34.6
,1.2,91.78,30.430000000000007,1.1,3272.0,9.7,35.4
7363.0,1.5,96.89,141.55,1.1,3535.7,9.5,34.6
7364.0,1.2,95.46,132.84,1.09,3285.8,9.9,34.8
7365.0,107.5,92.88,135.13,1.11,3494.3,,34.8
7366.0,1.5,98.64,143.43,1.11,3358.4,9.7,35.4
7367.0,1.1,97.17,133.77,1.07,3298.1,9.6,35.4
7368.0,-99.0,99.79,145.83,1.11,3482.8,9.5,35.2
7369.0,1.1,99.16,147.94,1.08,,9.7,34.8
,1.3,93.74,132.38,1.06,3235.8,9.5,35.3
7371.0,1.4,96.99,135.55,1.1,3416.7,9.8,35.3
7372.0,1.5,90.15,144.33,-98.95,3395.7,9.6,34.5
7373.0,1.3,96.39,137.92,1.07,3277.5,9.7,34.9
7374.0,107.5,94.52,137.46,,3367.8,9.9,35.1
7375.0,1.3,93.24,146.53,-98.95,3381.3,10.2,34.9
7376.0,1.4,97.85,30.430000000000007,,3257.2,9.7,138.9
8609.33,1.3,96.28,138.56,1.06,3476.6,9.9,35.4
,1.3,96.21,148.79,1.08,3501.5,10.2,34.8
7379.0,1.5,93.54,143.95,1.06,3592.8,10.2,34.7
7380.0,1.2,94.62,141.48,-98.95,3458.3,9.7,35.4
7381.0,1.4,93.95,131.44,1.07,3392.1,9.9,35.0
7382.0,1.3,97.72,130.85,1.05,3585.6,9.7,35.2
7383.0,1.5,92.83,141.36,,3502.8,9.9,35.4
7384.0,1.5,91.85,146.73,1.09,3272.6,9.9,35.3
7385.0,1.1,99.38,,1.1,3432.0,9.8,35.2
7386.0,1.3,93.31,148.4,1.08,3527.3,9.5,34.9
7387.0,1.3,98.16,30.430000000000007,-98.95,3480.0,9.9,34.7
,1.0,90.6,130.12,101.11,3337.6,9.8,35.0
7389.0,-99.0,91.53,148.39,1.1,3566.8,10.0,34.7
7390.0,1.5,91.19,138.67,1.1,3514.9,10.0,35.3
7391.0,1.3,96.21,147.86,1.05,3420.2,10.2,34.7
7392.0,1.4,91.51,136.34,1.1,3373.2,-90.5,34.9
7393.0,107.5,92.3,136.82,1.07,3354.1,9.7,34.9
,1.5,94.98,130.37,1.08,3244.6,9.7,35.4
7395.0,1.1,97.4,132.69,1.08,3315.2,9.5,34.6
7396.0,1.5,199.91,143.53,1.1,3457.1,-90.5,35.3
7397.0,1.4,93.37,142.93,,3439.5,9.9,34.7
7398.0,1.2,99.91,131.2,1.05,3254.1,10.2,34.8
7399.0,1.2,90.42,140.12,1.07,,10.1,34.7
7400.0,1.3,96.48,136.77,1.06,3412.5,9.7,35.2
8609.33,1.1,96.77,148.73,1.05,3216.8,9.8,
7402.0,1.0,93.2,148.83,1.05,3516.3,110.2,34.6
8609.33,1.2,91.29,134.57,1.08,3522.6,,34.5
7404.0,1.4,99.87,135.54,1.07,3374.9,9.7,35.0
7405.0,1.1,98.76,30.430000000000007,1.11,3543.6,10.2,138.9
7406.0,1.4,99.52,132.33,1.1,3483.1,10.2,34.9
7407.0,1.3,91.12,150.87,1.09,3343.4,10.2,
7408.0,1.4,98.82,130.47,1.1,3380.3,9.7,
7409.0,107.5,95.67,147.47,1.06,3604.7,10.2,34.7
7410.0,1.0,95.11,145.45,1.09,3295.8,9.6,35.3
7411.0,1.4,98.71,141.11,1.07,,9.5,35.1
-10.329999999999998,1.4,97.18,130.88,1.1,3355.0,9.9,34.5
7413.0,1.3,94.51,140.38,1.05,2655.34,,138.9
7414.0,,92.77,147.75,1.08,3274.8,9.5,34.8
7415.0,1.4,98.33,147.58,1.08,3463.4,9.7,35.1
8609.33,1.5,97.45,132.62,1.05,3462.0,10.1,35.3
7417.0,1.3,90.8,132.64,1.07,3480.9,,35.0
7418.0,1.3,95.41,137.75,1.05,3540.0,9.9,
7419.0,1.1,94.42,147.31,1.05,3422.6,9.9,34.8
,1.0,97.28,136.63,1.09,3376.8,10.2,34.9
7421.0,1.0,92.35,141.69,1.08,,9.9,35.1
7422.0,1.4,93.47,150.92,1.05,3545.3,9.8,35.4
7423.0,1.0,91.24,144.4,1.07,3361.4,10.0,138.9
7424.0,1.2,99.69,136.47,1.06,3288.6,9.8,34.8
7425.0,1.0,93.21,138.47,1.08,3384.4,9.5,34.9
7426.0,107.5,97.46,132.55,1.05,3421.5,9.6,35.1
,1.1,94.34,134.66,1.05,3347.1,9.6,35.3
7428.0,1.3,98.88,,1.11,3471.9,10.0,35.0
7429.0,1.4,95.53,139.24,1.11,3277.0,10.1,35.4
7430.0,1.4,92.6,133.64,1.06,2655.34,9.9,35.2
7431.0,107.5,90.72,149.3,1.05,3393.8,9.6,34.7
-10.329999999999998,1.1,91.66,146.59,1.06,3368.4,9.9,35.0
7433.0,1.4,97.15,150.65,1.05,2655.34,10.1,34.8
7434.0,1.1,93.34,137.83,1.05,,9.9,35.1
7435.0,1.0,97.65,136.77,1.07,3505.5,10.2,34.8
8609.33,107.5,98.33,148.97,1.05,3276.1,9.6,34.5
7437.0,1.4,99.8,134.9,1.1,3459.0,9.8,34.7
7438.0,1.5,97.16,146.84,1.11,3472.4,10.1,35.1
7439.0,1.1,,130.67,1.1,3365.1,9.9,34.9
7440.0,1.1,90.36,136.58,1.11,3278.4,,35.4
7441.0,1.4,95.57,138.21,1.11,3397.7,10.1,34.5
7442.0,1.0,90.78,150.81,1.1,3507.1,110.2,
7443.0,1.0,93.46,139.72,1.1,3374.3,,34.6
7444.0,1.0,90.21,145.54,1.06,3428.9,10.2,35.3
7445.0,1.1,97.56,132.2,1.1,,9.9,34.6
7446.0,1.0,94.28,,1.06,3568.4,9.6,35.2
7447.0,1.5,96.98,30.430000000000007,1.06,3464.2,9.7,35.4
7448.0,,99.53,138.29,1.1,3351.8,9.9,35.4
7449.0,1.2,93.88,146.91,1.06,3344.3,9.5,34.6
7450.0,1.2,95.88,30.430000000000007,1.07,3315.3,9.5,35.0
7451.0,1.2,99.57,133.15,1.09,3547.2,10.2,34.9
7452.0,1.5,,133.27,1.1,3340.6,10.2,34.9
7453.0,1.3,92.35,139.86,1.1,3535.8,9.7,
7454.0,1.5,92.87,138.35,1.1,3446.7,,35.4
7455.0,1.3,90.52,131.68,1.06,3219.4,,138.9
7456.0,1.5,91.18,143.3,1.11,3495.9,9.6,
7457.0,1.1,93.15,,1.08,3279.6,9.9,34.8
7458.0,,92.79,137.78,1.1,3471.0,9.6,35.2
7459.0,1.2,97.15,137.74,,3507.9,9.5,34.9
7460.0,1.1,94.98,145.41,1.08,3502.0,9.8,34.7
7461.0,1.1,92.91,137.45,1.07,3513.7,9.7,
7462.0,1.3,95.86,30.430000000000007,1.11,3452.6,9.6,35.1
7463.0,,92.5,132.95,1.09,3246.6,9.7,34.7
7464.0,,93.58,145.77,1.05,3214.7,10.2,34.5
7465.0,1.5,92.29,30.430000000000007,1.05,3301.2,-90.5,35.2
7466.0,1.2,96.35,145.35,1.07,3462.8,9.7,34.6
7467.0,1.4,90.2,132.74,1.11,3391.7,9.5,35.3
7468.0,1.0,95.91,143.57,1.08,3416.1,9.6,35.2
8609.33,1.2,93.17,132.78,1.09,3242.9,9.5,35.3
8609.33,1.0,92.83,132.39,1.11,3306.3,10.0,35.2
7471.0,1.3,99.44,134.99,1.09,3375.0,10.1,34.9
7472.0,1.4,92.71,143.93,1.11,3492.5,10.1,35.4
7473.0,1.3,90.32,130.17,1.08,3368.5,,35.4
7474.0,1.2,95.63,135.37,101.11,3554.6,9.7,35.2
7475.0,1.3,95.6,135.58,1.06,3297.7,,35.4
7476.0,1.5,97.12,149.76,1.1,3507.3,10.1,34.8
7477.0,1.3,92.5,30.430000000000007,1.05,3542.4,10.1,34.6
7478.0,1.0,91.4,144.61,1.11,3283.6,9.8,35.2
7479.0,1.0,96.53,133.65,1.08,3439.9,-90.5,34.5
-10.329999999999998,1.5,95.77,150.22,-98.95,3594.6,9.9,35.4
7481.0,1.5,90.88,139.47,1.08,3552.0,10.0,34.9
7482.0,1.1,,149.36,1.1,3920.2799999999993,9.5,35.4
7483.0,1.2,93.96,,1.09,3528.4,10.0,35.3
7484.0,1.1,93.67,,1.05,3241.3,9.6,34.7
7485.0,1.5,99.27,255.3056,1.07,3401.3,9.8,35.2
7486.0,,96.1,132.77,1.06,3457.6,9.6,34.8
7487.0,1.2,95.98,139.43,1.06,3576.8,,34.8
7488.0,1.0,96.78,143.66,1.05,3361.6,9.5,35.2
7489.0,1.5,199.91,145.78,1.08,3366.3,9.8,34.9
7490.0,1.1,,148.22,1.11,3582.2,9.6,35.3
7491.0,1.3,92.31,148.68,1.07,3498.9,9.9,34.7
7492.0,1.5,95.24,140.37,,3282.2,10.2,34.6
7493.0,,98.74,131.82,1.07,3920.2799999999993,110.2,34.9
,1.1,-9.819999999999993,146.79,1.09,3567.4,10.2,34.6
7495.0,1.2,-9.819999999999993,140.78,101.11,3213.8,10.0,34.6
7496.0,1.2,199.91,134.1,1.07,3295.9,10.0,34.9
7497.0,1.1,-9.819999999999993,140.83,,3219.0,10.0,34.7
7498.0,1.4,199.91,133.66,1.05,3458.4,,34.9
7499.0,1.1,94.26,137.54,1.07,3362.8,,34.6
7500.0,1.2,,,1.06,3302.7,9.8,34.8
7501.0,1.0,98.22,132.69,1.1,3367.4,9.8,34.5
7502.0,,92.62,137.29,,3586.0,9.8,34.6
7503.0,1.0,98.83,255.3056,101.11,3487.4,9.5,
7504.0,1.1,99.49,141.4,1.08,3462.8,9.7,138.9
7505.0,1.1,92.8,137.43,1.06,3431.9,9.6,
7506.0,1.0,91.41,147.56,1.07,3339.4,9.6,34.7
7507.0,1.2,95.69,136.88,101.11,2655.34,9.9,35.0
7508.0,1.2,94.36,142.95,1.07,3431.6,,34.7
7509.0,1.3,90.39,133.8,1.06,3495.6,9.9,34.6
7510.0,1.3,98.79,134.71,1.08,3437.0,9.6,35.4
7511.0,,95.42,147.31,1.05,3278.5,9.7,35.2
7512.0,1.4,92.68,144.65,1.1,3351.7,9.6,34.7
