,F_f,F_u,F_in,rho_u,T_o,tau_imp,h_bm
6813,1.4,95.34,130.32,1.11,3341.3,10,34.7
6814,1.1,94.78,139.74,1.1,3596.4,9.5,35.2
6815,1,94.17,136.18,1.09,3213,9.9,35.3
6816,1.4,93.78,137.41,1.08,3359.2,9.6,34.9
6817,1.1,92.86,143.16,1.09,3363.6,9.9,34.6
6818,1.1,95.44,131.74,1.09,3328.1,9.7,34.8
6819,1.5,95.14,148.4,1.06,3481.2,9.6,34.9
6820,1.5,95.68,143.25,1.11,3311.7,9.7,35.2
6821,1.3,99.46,141.47,1.05,3525.7,9.7,34.5
6822,1.1,92.11,139.6,1.09,3273.1,9.8,34.6
6823,1.4,92.73,132.58,1.1,3584.3,9.7,34.6
6824,1.4,92.87,132.46,1.06,3555.2,9.8,34.5
6825,1.3,91.76,144.72,1.1,3417.1,9.8,34.8
6826,1.4,90.94,134.12,1.08,3574.7,10,34.9
6827,1,97.8,137.63,1.07,3409.9,9.9,35.2
6828,1.3,90.15,138.77,1.09,3365.2,10.1,34.5
6829,1,98.85,134.24,1.06,3372.3,9.7,35.3
6830,1.1,95.26,146.27,1.11,3386.6,9.6,34.6
6831,1.2,99.88,147.77,1.08,3291.2,9.8,35.4
6832,1.4,90.73,145.94,1.08,3281,9.8,34.7
6833,1.5,95.6,131.43,1.11,3515.1,10.1,34.8
6834,1.1,91.26,138.72,1.06,3487.4,10,34.8
6835,1.4,92.5,132.41,1.11,3219.6,9.7,34.6
6836,1.3,96.12,135.16,1.07,3290.9,10.2,34.6
6837,1.2,97.69,138.45,1.07,3237.7,10,34.6
6838,1.5,99.92,135.25,1.1,3351.6,9.5,35.1
6839,1.1,95.75,141.75,1.05,3592.3,9.6,34.8
6840,1,95.31,141.29,1.1,3565.8,9.6,35.1
6841,1.1,97.43,145.17,1.11,3534.4,9.8,35.3
6842,1.5,99.85,150.76,1.06,3271,9.7,34.8
6843,1.5,90.66,131.29,1.1,3440.5,9.7,34.6
6844,1,90.37,139.32,1.07,3391.2,9.8,34.9
6845,1.3,91.71,137.12,1.06,3426.9,10.2,34.7
6846,1,97.22,144.27,1.09,3293,10.2,34.8
6847,1,94.93,131.25,1.11,3401.8,10,34.9
6848,1.3,96.29,149.45,1.1,3410.6,9.6,35
6849,1.3,90.14,145.4,1.06,3550.4,9.9,35.4
6850,1.2,96.38,144.27,1.07,3424,9.9,35.1
6851,1.3,90.94,146.42,1.08,3525.4,9.5,35
6852,1,90.43,145.89,1.09,3387.9,9.8,34.9
6853,1,96.22,147.45,1.07,3599.4,9.6,35.3
6854,1.4,99.63,138.56,1.08,3482,10,35.1
6855,1.5,92.79,130.18,1.09,3467.7,9.9,34.7
6856,1.1,95.31,148.16,1.11,3335.4,10.1,35.1
6857,1.2,98.78,138.72,1.05,3594.1,9.9,34.9
6858,1.3,99.97,137.98,1.06,3302.6,10.1,35.1
6859,1.3,94.31,135.91,1.09,3389.9,10.1,35.4
6860,1.5,94.77,148.47,1.11,3571.3,9.7,35.4
6861,1.5,94.57,130.32,1.07,3433.8,10.1,35.1
6862,1.5,95.96,140.64,1.08,3488.4,9.8,34.7
6863,1.5,96.24,136.48,1.07,3322.9,10.1,34.8
6864,1.4,91.23,139.7,1.05,3414.2,9.9,35.3
6865,1.2,90.27,140.35,1.11,3503.9,9.7,35
6866,1.2,91.59,145.69,1.08,3295.5,9.9,35
6867,1,98.18,150.81,1.09,3521.2,9.9,35.3
6868,1.2,93.2,142.78,1.1,3265,10.2,35.1
6869,1.2,97.31,140.5,1.09,3292.9,9.8,35.4
6870,1,93.47,137.71,1.06,3430,10,35.2
6871,1.4,94.44,134.98,1.07,3582,10.2,35.1
6872,1,96.41,136.64,1.09,3492,9.8,34.8
6873,1,94.2,140.41,1.08,3294.2,9.7,34.7
6874,1.2,94.6,140.56,1.06,3358.5,10.1,35.2
6875,1.2,99.91,135.62,1.05,3411.5,9.5,35.3
6876,1.4,95.83,138.81,1.05,3285.2,9.7,35.2
6877,1,90.11,130.2,1.08,3419.9,9.9,35.4
6878,1.3,91.47,138.98,1.05,3389.8,10.1,34.5
6879,1.2,90.16,140.77,1.07,3567.3,9.5,35.4
6880,1.4,92.7,132.41,1.07,3415.4,9.8,35.3
6881,1.4,92.4,136.25,1.09,3373.1,9.9,34.6
6882,1.2,95.38,149.82,1.05,3415.9,9.6,35
6883,1,96.37,133.3,1.1,3461.1,9.8,35
6884,1.5,94.2,135.33,1.08,3443.4,10.1,34.5
6885,1.5,97.46,143.49,1.05,3286,9.9,34.5
6886,1.5,96.7,138.26,1.09,3500.1,10.2,35.2
6887,1.4,95.64,134.86,1.06,3270.4,10.2,35.2
6888,1.4,93.13,148.6,1.06,3437,10,34.5
6889,1.2,95.77,145.31,1.08,3434.2,9.8,34.5
6890,1,93.36,134.71,1.05,3519.8,10.1,35.2
6891,1.4,95.55,138.79,1.11,3373.4,10,34.6
6892,1.3,92.85,133.52,1.07,3420.7,10.1,34.9
6893,1.3,94.41,131.88,1.11,3371.4,9.8,35.2
6894,1,98.31,137.9,1.08,3348.4,9.8,35.3
6895,1.1,90.58,142.37,1.06,3267.2,9.6,35.1
6896,1,91.59,140.71,1.07,3429,9.7,34.5
6897,1.1,96.24,132.75,1.09,3331.2,9.6,35
6898,1.1,98.49,131.87,1.11,3384.8,10.2,35.4
6899,1.3,90.49,135.37,1.07,3262.1,9.5,34.8
6900,1.2,90.16,132.32,1.08,3289.7,10,35.3
6901,1.2,97.52,137.97,1.1,3547,9.7,34.5
6902,1.3,95.43,149.57,1.06,3588.3,10.1,35.2
6903,1.5,98.97,142.19,1.09,3563.4,9.8,35.4
6904,1.4,96.31,133.34,1.11,3580,9.7,34.8
6905,1.5,97.83,147.77,1.07,3396.3,9.6,35.4
6906,1.5,94.69,140.73,1.06,3306.4,9.9,34.6
6907,1.1,94.81,130.72,1.1,3585.8,9.8,34.7
6908,1.3,90.7,137.16,1.11,3477.1,10.1,34.5
6909,1.4,98.17,149.75,1.11,3392.6,10,35.3
6910,1,93.73,133.1,1.05,3488.9,9.5,34.6
6911,1,97.41,147.76,1.07,3511.8,10.2,35
6912,1.2,97.67,148.3,1.08,3268.2,9.9,34.5
6913,1,97.48,146.88,1.08,3338.8,9.8,35.2
6914,1.5,92.25,146.93,1.09,3474.4,10.2,35.1
6915,1.4,98.86,144.23,1.1,3537.4,9.8,35
6916,1.3,94.83,146.25,1.06,3532.3,10.1,34.9
6917,1.3,90.43,148.34,1.11,3264.4,10.2,34.9
6918,1,97.86,130.66,1.1,3307,9.8,35
6919,1.3,96.6,146.34,1.05,3511.7,9.7,35.1
6920,1,90.78,146.53,1.08,3277.3,9.9,34.6
6921,1.2,90.15,144.59,1.08,3256.5,9.5,35.2
6922,1,96.56,140.35,1.09,3580.8,9.8,35.2
6923,1.4,94.7,148.74,1.1,3365.2,10.2,35.3
6924,1,98.33,135.87,1.1,3420.1,9.9,34.8
6925,1.4,91.71,130.49,1.08,3573.9,10,35
6926,1,91.7,132.26,1.05,3552.6,9.6,35
6927,1.5,90.68,148.11,1.06,3468.8,9.6,34.5
6928,1,91.32,146.55,1.08,3319.2,9.6,35.2
6929,1.5,91.87,130.42,1.1,3271.1,10.2,34.5
6930,1.5,94.51,148.45,1.05,3217.6,9.5,34.7
6931,1.3,98.94,145.56,1.05,3581.8,10.2,34.8
6932,1.2,97.79,138.79,1.1,3260.6,10,34.9
6933,1,96.61,148.12,1.09,3467.8,10.2,34.7
6934,1.4,92.83,131.94,1.08,3217.9,9.6,34.5
6935,1.1,98.35,134.49,1.08,3239.6,9.6,34.9
6936,1.1,94.96,146.16,1.11,3470.2,10.2,35.2
6937,1.5,90.5,150.24,1.06,3267.2,9.5,35.1
6938,1.4,94.24,132.21,1.08,3231.9,9.5,34.7
6939,1.2,92.6,148.28,1.05,3307.1,9.7,35.1
6940,1.2,93.27,133.67,1.06,3490.5,10,34.8
6941,1.4,92.4,149.75,1.11,3537,9.5,34.9
6942,1.5,91.56,132.41,1.08,3449.3,10.2,35.2
6943,1.2,99.84,130.89,1.09,3444.4,9.9,35
6944,1.3,99.51,135.82,1.05,3214.5,9.6,34.8
6945,1.4,95.56,147.98,1.11,3452.9,9.9,34.7
6946,1,98.42,142.74,1.09,3222,9.7,34.8
6947,1.3,96.71,137.12,1.1,3298.8,10.1,34.5
6948,1.4,99.36,139.11,1.08,3504.6,10.1,34.9
6949,1.1,97.68,133.32,1.05,3550.2,9.9,35.4
6950,1.5,91.27,133.23,1.08,3528.8,9.6,35.1
6951,1,91.66,146.97,1.07,3294.1,9.8,35
6952,1.5,94.78,147.34,1.07,3406.3,9.7,34.5
6953,1,90.82,137.98,1.09,3559.6,9.7,34.9
6954,1.5,98.48,144.65,1.08,3212.1,9.5,34.7
6955,1.2,92.25,149.14,1.06,3259.1,9.9,34.7
6956,1.4,92.92,137.65,1.11,3576.1,9.7,34.7
6957,1.2,98.2,150.74,1.1,3506.1,10.1,34.9
6958,1,93.63,134.54,1.1,3443.2,9.6,35
6959,1.1,92.84,136.61,1.06,3337.6,9.8,34.7
6960,1,95.63,135.55,1.09,3508.8,10.1,35.3
6961,1.5,96.27,142.25,1.08,3577.5,10.2,35
6962,1.4,93.91,149.61,1.07,3344.4,9.7,34.9
6963,1.2,91.53,134.44,1.06,3372.4,9.9,35.1
6964,1.4,90.8,144.27,1.07,3606.3,9.9,35.4
6965,1,93.52,148.12,1.1,3534.8,10,35.1
6966,1.2,99.26,148.74,1.05,3535.6,10.1,35.3
6967,1.2,93.12,142.46,1.06,3208.7,9.6,34.9
6968,1.1,91.78,141.93,1.1,3463.3,9.6,34.9
6969,1.2,93.73,134.38,1.11,3412.1,9.6,35.1
6970,1,99.14,149.79,1.09,3404.4,9.5,34.8
6971,1.1,90.32,141.92,1.07,3499.2,10.2,34.9
6972,1.5,97.56,133.58,1.06,3587.7,10.2,35.4
6973,1.3,95.28,134.94,1.09,3225.6,9.9,34.8
6974,1.1,94.19,130.67,1.07,3406.8,9.8,34.5
6975,1.3,98.12,140.88,1.05,3272.5,9.5,35.3
6976,1,97.81,143.74,1.1,3298.4,10.1,35.4
6977,1.1,99.42,134.82,1.05,3413.2,9.7,35.1
6978,1.2,96.17,142.53,1.1,3404.3,9.9,34.8
6979,1.4,96.8,138.55,1.06,3245.7,9.6,35
6980,1.4,92.62,146.78,1.07,3459.3,9.9,34.6
6981,1.3,91.54,150.24,1.07,3486.5,10.2,34.8
6982,1.4,95.42,136.88,1.07,3495.7,9.5,34.8
6983,1,93.73,138.92,1.11,3424.7,9.7,34.8
6984,1.5,94.96,135.36,1.05,3500.4,9.6,34.5
6985,1.4,98.8,141.81,1.05,3497.8,10.1,35.4
6986,1.2,92.24,137.2,1.06,3590.8,10.2,34.5
6987,1.1,99.57,150.38,1.11,3519.3,9.8,34.8
6988,1.5,96.31,142.65,1.08,3221.3,9.5,34.5
6989,1.5,95.64,132.77,1.11,3330.6,10.2,34.7
6990,1.4,91.69,140.13,1.05,3316.8,9.8,34.9
6991,1,97.25,147.11,1.09,3392.5,9.5,34.9
6992,1.1,90.25,143.33,1.11,3365.6,9.7,35.2
6993,1.5,91.34,138.87,1.11,3486.1,9.5,35.2
6994,1.1,91.13,134.31,1.09,3213.2,9.5,34.6
6995,1,94.19,150.84,1.06,3335.3,9.8,35
6996,1.2,91.39,137.83,1.05,3533.7,9.7,35.2
6997,1.3,97.11,135.45,1.07,3428.4,9.6,35.3
6998,1.5,93.24,133.16,1.07,3561.1,9.6,34.9
6999,1.2,98.16,141.16,1.11,3594.8,9.8,34.7
7000,1,92.28,141.45,1.11,3466.9,10.2,35.4
7001,1.5,97.14,143.48,1.07,3343.1,9.8,35.2
7002,1,92.77,138.99,1.06,3438.6,9.5,35.3
7003,1.5,91.71,138.59,1.11,3231.2,9.6,35.1
7004,1.1,90.42,145.55,1.07,3480.9,9.8,34.9
7005,1.4,91.68,142.9,1.06,3471.2,10.2,34.5
7006,1.5,92.36,131.81,1.09,3223.2,10.2,35.3
7007,1.3,96.2,132.7,1.09,3515.3,9.6,35.4
7008,1.3,95.93,132.34,1.06,3307.1,9.9,34.8
7009,1.1,94.27,141.65,1.06,3309.3,9.5,35
7010,1.2,91.67,138.88,1.06,3533.7,9.7,34.7
7011,1.3,99.7,131.54,1.11,3439.9,9.5,35.4
7012,1.1,92.59,135.46,1.08,3448.3,9.7,34.8
7013,1.4,98.81,136.61,1.09,3295,9.6,35.3
7014,1.2,90.64,139.89,1.1,3484.7,10.1,35.1
7015,1.3,93.56,136.36,1.1,3282.4,9.6,34.5
7016,1.5,90.44,147.36,1.07,3504.5,10.1,35.1
7017,1,92.22,137.5,1.11,3524.8,10.1,35.4
7018,1,99.6,138.5,1.09,3341.3,9.5,34.6
7019,1.3,92.18,138.85,1.06,3208.3,10,35.1
7020,1.4,92.63,131.88,1.1,3382.3,9.8,34.6
7021,1.4,93.14,130.58,1.09,3538.3,10.2,34.6
7022,1.1,96.93,148.73,1.07,3443.5,10.1,35.2
7023,1,94.84,140.86,1.11,3394.4,9.6,35
7024,1.5,95.35,131.52,1.1,3602.8,9.6,34.9
7025,1.3,91.55,140.2,1.07,3294,9.5,35.1
7026,1,99.12,144.39,1.1,3266.3,9.5,35.1
7027,1.2,95.69,144.37,1.06,3565.2,9.8,35.1
7028,1.5,97.85,145.38,1.05,3483.7,9.8,35
7029,1.3,92.23,131.51,1.05,3529.3,9.8,34.8
7030,1.3,91.57,141.55,1.07,3319.9,10.1,35.4
7031,1.2,95.12,147.57,1.05,3528.6,9.9,35.3
7032,1.5,91.72,142.32,1.09,3494.3,10.2,34.8
7033,1.3,96.45,141.23,1.06,3330.2,9.7,35
7034,1.1,91.79,150.85,1.06,3525.3,9.6,34.8
7035,1.4,94.97,134.95,1.09,3582.6,9.8,35
7036,1.5,99.69,145.98,1.05,3578.5,9.7,35.2
7037,1.5,93.77,142.89,1.11,3453.1,9.9,34.6
7038,1.5,99.72,142.79,1.11,3280.7,9.5,34.9
7039,1.5,91.74,147.64,1.05,3519.1,10.1,34.7
7040,1.1,99.85,141.12,1.1,3580,9.9,35.1
7041,1.3,93.42,139.88,1.11,3463,9.6,35.2
7042,1,94.66,149.94,1.06,3421.9,10.2,34.8
7043,1.4,96.29,131.81,1.1,3263.4,9.7,35.2
7044,1.1,95.92,148.98,1.1,3352.7,10.2,35.2
7045,1.1,93.99,134.11,1.11,3285.8,9.8,34.7
7046,1.4,98.98,150.47,1.07,3527.9,9.9,34.8
7047,1.4,95.94,134.38,1.07,3248.4,10.2,35.3
7048,1.5,92.61,132.67,1.07,3364.1,9.8,34.8
7049,1.5,96.7,142.66,1.07,3268.5,9.6,34.5
7050,1.2,96.54,150.5,1.05,3492.5,9.8,35
7051,1.3,99.81,134.69,1.06,3521.8,9.8,34.5
7052,1.2,90.81,132.59,1.1,3295.3,9.5,35.2
7053,1.1,92.86,130.36,1.11,3402.3,10.1,34.5
7054,1.2,92.48,140.14,1.1,3383.4,9.6,35.3
7055,1,93.99,139.85,1.09,3325.1,10.2,35.4
7056,1.1,92.45,143.18,1.05,3461.3,10,35
7057,1.3,97.97,141.58,1.08,3260.2,10.2,34.8
7058,1.5,99.6,132.46,1.07,3432.4,9.6,34.8
7059,1.3,93.75,136.76,1.05,3467.1,10.2,34.8
7060,1.4,93.91,140.35,1.11,3364.2,9.9,35.3
7061,1,98.66,135.84,1.08,3526.9,9.9,34.7
7062,1,96.51,134.65,1.05,3325.3,9.7,34.8
7063,1.2,94.42,135.91,1.08,3268.7,9.6,34.7
7064,1.4,95.43,144.15,1.1,3537.1,9.7,35.3
7065,1.5,97.94,150.8,1.08,3537.8,9.5,34.9
7066,1.5,93.85,130.17,1.11,3265.9,9.9,35.1
7067,1.5,99.29,138.6,1.05,3312.3,9.8,35.1
7068,1.1,92.95,142.38,1.06,3414.6,9.9,35.3
7069,1.1,93.13,132.88,1.07,3560.4,10.2,35.1
7070,1,90.14,131.7,1.08,3390.8,10.1,35.1
7071,1.2,94.95,143.41,1.09,3281.7,10.1,35.4
7072,1,98.84,134.76,1.08,3245.2,10.1,35
7073,1.2,96.86,150.69,1.07,3321.3,10.2,35.3
7074,1,95.82,149.31,1.05,3325.1,10,34.6
7075,1,93.47,139.36,1.06,3560.7,10.2,35.4
7076,1.3,90.52,142.74,1.11,3509.4,9.8,34.8
7077,1.4,92.57,130.19,1.06,3235.2,9.6,34.6
7078,1.1,98.43,142.93,1.05,3338.1,10,35
7079,1,92.71,139.62,1.11,3485.7,10.1,34.8
7080,1.3,97.39,146.83,1.11,3540.3,9.9,35.3
7081,1,95.97,148.96,1.11,3214.4,9.6,34.5
7082,1,93.32,148.53,1.09,3325.7,9.6,35.3
7083,1.3,96.8,147.53,1.08,3572,9.9,34.8
7084,1.5,90.41,148.18,1.09,3604.7,9.5,35.1
7085,1.1,98.94,141.58,1.06,3234.5,9.7,35.4
7086,1.2,91.9,139.89,1.1,3325.3,9.7,34.9
7087,1.5,92.88,136.24,1.07,3264.7,9.7,34.8
7088,1.1,96.24,150.41,1.1,3302.1,9.8,35.4
7089,1.4,98.64,148.31,1.08,3502.6,10.1,34.5
7090,1.3,91.77,149.86,1.07,3244,9.9,35.3
7091,1.5,93.69,150.57,1.11,3597.4,9.6,35.1
7092,1.5,90.88,142.17,1.06,3280.2,9.6,34.7
7093,1.5,91.46,132.96,1.1,3329.2,9.9,35
7094,1.4,96.24,149.13,1.06,3231.4,10,35.3
7095,1.3,97.82,131.3,1.05,3326.2,9.7,34.7
7096,1,99.2,136.26,1.1,3275.8,9.6,35.4
7097,1.2,91.51,136.64,1.1,3554.9,10.2,34.9
7098,1.1,95.22,140.53,1.07,3553,10.2,35
7099,1.2,96.92,149.85,1.08,3522.9,9.5,34.8
7100,1.1,97.5,136.37,1.05,3235.9,10.2,35
7101,1.1,91.92,142.21,1.08,3285.9,9.6,35.1
7102,1.2,90.42,141.35,1.1,3307.1,10.2,35
7103,1.3,93.28,135.12,1.1,3310.4,10.2,34.9
7104,1.4,94.11,142.64,1.09,3334.7,10.1,35.4
7105,1,95.57,141.4,1.07,3548.3,9.7,34.6
7106,1.1,90.42,150.49,1.1,3528.7,9.5,35.2
7107,1.4,92.6,150.93,1.07,3591.6,9.8,35.1
7108,1.5,93.44,144.53,1.11,3240.8,10.1,34.5
7109,1.3,96.9,146.11,1.05,3392.1,10.1,35.1
7110,1.2,96.45,146.74,1.09,3382.2,10,35.4
7111,1.4,98.98,135.52,1.09,3236.2,9.5,35.3
7112,1.1,97.82,134.16,1.09,3525,9.7,34.7
7113,1.3,99.21,140.17,1.05,3278.7,9.5,35
7114,1.2,91.6,131.16,1.11,3451.5,9.7,34.9
7115,1.2,95.18,147.63,1.1,3490.1,9.7,34.8
7116,1.3,92.43,144.14,1.11,3226.1,9.6,35.2
7117,1.2,92.54,133.34,1.1,3213.2,9.5,35.3
7118,1.2,92.52,131.41,1.08,3420.4,10.2,34.5
7119,1.4,98.2,138.82,1.08,3404.6,9.9,35.3
7120,1.5,95.85,145.32,1.11,3329,10.2,35.1
7121,1.1,93.35,148.49,1.09,3249.3,10.2,34.6
7122,1.2,95.11,134.59,1.09,3428.2,9.5,34.7
7123,1,97.51,136.94,1.08,3359,9.6,35
7124,1.5,93.15,145.57,1.08,3542,9.9,34.5
7125,1.3,90.15,132.5,1.05,3373.1,9.7,34.9
7126,1.5,99.7,130.93,1.08,3526.7,10,34.8
7127,1.2,93.13,133.66,1.08,3559.6,10.1,35.1
7128,1,96.15,131.76,1.06,3343.1,9.6,35.4
7129,1,94.91,149.55,1.07,3451.2,9.5,35.2
7130,1.4,94.96,140.4,1.11,3252.5,9.6,34.8
7131,1,92.22,144.87,1.08,3447.6,9.7,35.2
7132,1.2,95.17,139.89,1.1,3598.8,9.8,34.9
7133,1.3,92.9,147.46,1.1,3573.6,10.1,35
7134,1.5,94.89,147.68,1.05,3514.5,10,35.2
7135,1,94.92,141.48,1.06,3256.1,9.8,35.3
7136,1.2,94.72,135.66,1.08,3514.8,9.6,35
7137,1.3,93.83,143.84,1.11,3370,9.7,35.2
7138,1.4,92.18,139.22,1.11,3541,9.9,35.3
7139,1.2,97.43,146.4,1.11,3259.5,9.7,35.2
7140,1.3,92.79,131.11,1.11,3556.4,9.8,34.8
7141,1.1,95.78,150.34,1.05,3230.2,9.7,34.5
7142,1,94.65,144.35,1.09,3462,10.1,35.2
7143,1.5,96.77,135.72,1.06,3323,9.9,34.7
7144,1.4,91.94,147.2,1.11,3450,9.9,34.9
7145,1,96.42,150.53,1.07,3288.9,9.6,35.3
7146,1.3,91.88,145.68,1.09,3349.1,10,35.1
7147,1.4,99.84,143.35,1.09,3270.5,10.2,35.2
7148,1.4,98.45,136.7,1.07,3354.8,10,35.4
7149,1,99.19,140.23,1.06,3343.9,10.1,34.8
7150,1.4,97.4,145.67,1.05,3525.3,10,35.4
7151,1,95.49,145.6,1.05,3595.7,9.9,34.9
7152,1,96.56,137.84,1.05,3561.3,9.6,35.2
7153,1.3,98.69,139.47,1.1,3236.2,9.7,34.5
7154,1.1,91.84,135.13,1.08,3278.7,9.6,34.6
7155,1.4,92.46,141.14,1.07,3253.6,9.5,35.2
7156,1.5,93.14,134.2,1.08,3218.6,10.2,35.1
7157,1.2,98.97,132.99,1.06,3383,9.6,34.6
7158,1.2,98.33,144.29,1.05,3537.8,9.7,34.9
7159,1.2,95.87,141.35,1.06,3481.4,9.5,34.8
7160,1.3,93.47,149.22,1.05,3286.9,10.1,34.7
7161,1.2,90.75,146.67,1.1,3443.5,10.2,35.1
7162,1.5,92.45,130.32,1.08,3212.8,9.6,35
7163,1,99.98,133.87,1.06,3264.6,9.9,34.9
7164,1.1,96.77,141.73,1.08,3518.7,10.1,34.5
7165,1.2,90.19,134.8,1.09,3392.8,9.9,35.2
7166,1.3,99.91,134.92,1.08,3386.9,10.1,34.9
7167,1.4,98.46,135.65,1.07,3568.5,9.6,35.3
7168,1.5,92.69,140.94,1.09,3491,9.7,35.3
7169,1,93.32,148.2,1.08,3452.4,10.2,35.3
7170,1.5,95.38,149.27,1.08,3577.3,9.9,35
7171,1.1,98.13,135.63,1.11,3432,9.5,35.1
7172,1.4,91.74,141.29,1.07,3398.7,10.1,34.7
7173,1,90.78,139.68,1.1,3431.3,9.6,34.6
7174,1.4,95.77,148.48,1.09,3511.4,9.7,35.4
7175,1.3,94.28,139.98,1.07,3533.7,9.7,35.2
7176,1.3,90.49,131.25,1.06,3208.1,9.6,34.7
7177,1.4,97.29,146.12,1.05,3498.2,10.1,34.5
7178,1,96.57,141.11,1.09,3592.4,9.8,34.9
7179,1.4,93.3,140.8,1.07,3426.6,9.5,35.1
7180,1.1,98.79,138.37,1.07,3345.1,9.5,34.7
7181,1.5,94.81,140.87,1.11,3507.7,9.5,35.2
7182,1.2,93.43,144.54,1.09,3350.3,9.7,35
7183,1.1,93.73,138.48,1.06,3214.4,10.1,35.3
7184,1.1,97.67,135.27,1.08,3508.7,9.8,35.2
7185,1.1,98.25,131.92,1.05,3353.8,9.9,35.1
7186,1.3,91.67,136.21,1.1,3242.4,9.8,35
7187,1,99.41,137.16,1.08,3247.3,10.2,34.7
7188,1.3,90.12,138.68,1.05,3206.5,9.9,35.2
7189,1.2,94.28,138.12,1.06,3344.2,10.2,34.9
7190,1.2,98.34,131.36,1.06,3380.7,9.6,34.6
7191,1.4,91.85,135.1,1.05,3426,10,35.3
7192,1.4,96.75,147.71,1.08,3257.6,9.9,35
7193,1.3,99.45,134.2,1.11,3314.7,10.1,34.7
7194,1.3,99.25,139.48,1.05,3287,9.8,34.5
7195,1.5,96.32,145.3,1.08,3281.9,9.7,35.3
7196,1.2,90.49,141.16,1.08,3250,9.8,35.4
7197,1.5,94.25,148.14,1.05,3228.8,10.1,35.4
7198,1.5,91.33,130.62,1.05,3329.2,9.6,35
7199,1.2,95.25,142.63,1.11,3326.3,9.6,35.4
7200,1.5,98.79,137.15,1.05,3237.9,9.5,35.3
7201,1,97.85,144.19,1.09,3219.6,9.9,34.5
7202,1,98.97,137.21,1.1,3216.2,9.9,34.9
7203,1.1,92.47,142.34,1.09,3355.1,10.1,34.8
7204,1.5,94.55,134.36,1.09,3549.3,10.1,34.5
7205,1.5,96.52,141.24,1.1,3570,9.9,34.9
7206,1,93.22,144.26,1.08,3527.8,9.7,35.3
7207,1.4,99.53,136.93,1.05,3557.9,9.6,34.9
7208,1.5,93.26,133.81,1.1,3556.8,9.7,34.7
7209,1.1,92.68,143.88,1.11,3485.7,10,35.2
7210,1.3,93.84,136.82,1.09,3502.8,9.5,35.2
7211,1.4,95.42,143.92,1.07,3548,10.2,34.5
7212,1.3,99.91,137.79,1.05,3455.8,9.7,35.2
7213,1,91.74,136.56,1.1,3374.7,10.1,34.9
7214,1.1,98.63,140.55,1.08,3382.6,9.5,35.3
7215,1,92.35,136.67,1.11,3456.3,9.7,35.3
7216,1.4,94.29,132.94,1.08,3372.3,10.1,35.2
7217,1.5,94.66,138.12,1.05,3212.8,9.9,34.8
7218,1.5,96.32,136.29,1.08,3488,10.1,35.3
7219,1.1,98.59,133.71,1.07,3409,10.1,34.7
7220,1.3,99.12,145.63,1.05,3567.1,10,35.1
7221,1.5,99.32,142.16,1.08,3450.2,10,34.5
7222,1.5,93.17,150.21,1.08,3312.6,9.8,35
7223,1,93.16,135.31,1.07,3225,10,35.2
7224,1.2,95.78,137.59,1.09,3532.6,10.1,34.5
7225,1.4,94.43,133.12,1.05,3212.5,9.9,35.3
7226,1,92.79,138.84,1.11,3200.5,9.9,35.1
7227,1.1,98.52,149.49,1.05,3453.6,9.6,35.2
7228,1.1,90.18,145.86,1.11,3580.6,10.1,34.8
7229,1,99.43,137.14,1.05,3579.7,9.9,34.6
7230,1.3,98.28,135.55,1.07,3335.9,9.6,34.8
7231,1,97.95,135.22,1.06,3491.3,9.8,34.9
7232,1,98.97,140.89,1.1,3254.3,9.5,35.3
7233,1.5,96.71,141.36,1.08,3580,9.7,35
7234,1.4,99.38,146.43,1.07,3241.4,10,34.5
7235,1.2,93.65,135.37,1.09,3489.9,10,35.4
7236,1,97.95,136.77,1.11,3351.8,10,35
7237,1,95.34,130.1,1.08,3554.9,9.7,34.8
7238,1,94.27,137.25,1.06,3568.3,9.7,34.6
7239,1,94.22,133.17,1.11,3404.6,9.6,35.4
7240,1.1,98.18,142.3,1.08,3245.1,10,34.8
7241,1.5,98.78,146.91,1.08,3439.5,9.6,34.9
7242,1.1,90.99,134.19,1.07,3596.4,9.9,35.2
7243,1.2,95.1,135.15,1.1,3515,10,34.7
7244,1.1,95.67,146.31,1.09,3568.8,9.6,34.9
7245,1.4,94.43,145.79,1.07,3462.1,9.6,35.2
7246,1.3,91.4,140.86,1.09,3472.3,10.2,34.9
7247,1.3,91.13,141.69,1.05,3325.3,10,34.9
7248,1.3,91.81,138.66,1.06,3278.9,9.6,35
7249,1.1,90.65,149.75,1.06,3552.5,9.9,35.3
7250,1,94.36,139.86,1.1,3236.5,10,35
7251,1.4,93.81,144.48,1.05,3532.3,9.8,35.1
7252,1.1,92.6,138.47,1.11,3536.8,10.1,35
7253,1.4,93.25,145.71,1.09,3514.5,9.9,34.8
7254,1,97.22,144.74,1.1,3582.7,10.1,35.2
7255,1.3,92.24,144.72,1.1,3235.9,9.9,34.9
7256,1.4,91.63,134.59,1.06,3453.8,9.5,34.6
7257,1,99.44,144.62,1.07,3379.7,10.1,35.2
7258,1.4,97.13,136.27,1.1,3299.6,10.2,34.5
7259,1.4,91.25,138.62,1.11,3563.6,9.6,34.7
7260,1.3,92.15,140.35,1.11,3297.7,9.8,35.2
7261,1.3,93.39,136.75,1.07,3329.5,10.2,35
7262,1,97.13,131.4,1.06,3287.8,10.2,35
